Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDM22,OUT046,952.7081982919715
FDH33,OUT013,710.7018778059523
DRZ24,OUT013,1961.9391706083186
NCQ38,OUT046,1557.0947824236
FDO16,OUT027,2342.486313286631
FDU07,OUT027,4088.8595318561065
NCB07,OUT013,3058.1692111841385
FDU48,OUT045,2029.0536630757322
NCM43,OUT045,2573.3588511229545
FDR31,OUT010,367.50303584000955
DRK49,OUT018,661.0309913002076
NCI30,OUT010,576.6026345378467
DRD60,OUT017,3024.475580854944
NCG19,OUT046,3849.26874329859
FDH12,OUT035,1557.0947824236
FDM32,OUT035,1515.9581761066715
FDM27,OUT035,2493.4720102638694
NCU53,OUT027,4273.571352944459
NCQ18,OUT046,1538.0030927227945
FDS10,OUT013,2973.193904075112
FDB33,OUT027,4163.821438890821
FDI12,OUT013,1518.812775894486
NCW42,OUT013,3746.245132989822
NCC06,OUT018,2024.0149924264222
FDW02,OUT017,2024.0149924264222
NCD43,OUT017,1557.0947824236
FDM57,OUT018,1419.0678611794044
FDA58,OUT017,3866.7660692619656
FDK56,OUT046,3055.3174301517715
FDP52,OUT045,3823.6033928833676
FDW20,OUT018,2021.1116854690322
FDS52,OUT049,1545.3650798719405
NCT29,OUT018,2014.7491478417533
NCL54,OUT013,2890.3119648533043
FDC05,OUT045,3066.3107696640072
FDF34,OUT035,3061.7774682987642
FDP03,OUT027,2987.585727944303
FDD32,OUT010,191.53833831002808
FDZ10,OUT045,2024.0149924264222
FDZ40,OUT035,909.4562045178914
FDD51,OUT018,663.4195212833055
NCY30,OUT019,433.6855720029598
FDP58,OUT017,3673.8591141115626
FDV49,OUT017,4076.233719850375
FDY24,OUT019,132.13117641745205
NCO55,OUT017,1561.8454973646596
FDR13,OUT017,1947.5018850800525
FDS51,OUT017,1018.0653769803985
FDP26,OUT045,1557.0947824236
NCB54,OUT027,2992.8979661363455
FDF32,OUT017,3061.7774682987642
FDN31,OUT018,3053.15362153319
DRM48,OUT017,656.5266481775328
FDN20,OUT049,2758.34673545078
DRL01,OUT046,3815.301458599944
FDV56,OUT049,1561.8454973646596
DRH13,OUT027,2863.957411484659
FDA03,OUT017,2485.730877736134
FDF47,OUT027,5868.583486624664
FDX32,OUT046,2485.730877736134
FDX57,OUT049,1530.7018935989367
NCA30,OUT045,3058.1692111841385
FDO49,OUT013,797.4345111346478
FDL04,OUT019,249.50492328462852
DRM48,OUT035,660.1344312747627
FDR16,OUT013,3648.506836330025
NCC19,OUT018,3053.15362153319
NCE42,OUT045,3868.366307541712
FDY24,OUT017,911.2062887206869
FDH19,OUT049,2867.764999323173
FDJ46,OUT013,2867.764999323173
FDN45,OUT010,576.1682830758242
FDY08,OUT035,2029.0536630757322
FDZ37,OUT035,1461.7197804519665
NCT30,OUT045,749.8009950386621
DRY23,OUT018,661.9125939030388
NCZ30,OUT018,2021.1116854690322
FDC44,OUT018,1922.6856494239546
FDB45,OUT035,1557.0947824236
FDY04,OUT013,2556.8442629221686
FDM27,OUT046,2534.999340236949
FDZ43,OUT017,3905.5642477785786
FDT39,OUT019,369.48757093622305
NCC06,OUT019,283.86206747107536
FDL15,OUT027,4095.5433961895205
FDL57,OUT017,4045.607707787
FDU08,OUT046,1535.6669499688467
FDK40,OUT017,4076.5709182539404
FDQ12,OUT010,576.1682830758242
FDS48,OUT017,2487.5599251786784
FDP09,OUT045,3662.677905469038
FDW21,OUT049,1538.0030927227945
FDY25,OUT035,3024.475580854944
DRE13,OUT017,1444.3602848701735
FDV43,OUT019,132.13117641745205
FDD22,OUT045,1697.196439112945
FDM46,OUT019,228.9502945154869
NCO30,OUT010,474.74608542646405
FDM25,OUT046,2867.764999323173
NCN41,OUT049,2021.1116854690322
FDU24,OUT045,1524.1547883561493
FDZ50,OUT046,3055.3174301517715
FDP45,OUT013,4000.479001013296
NCM54,OUT045,2024.0149924264222
FDW10,OUT019,424.3495882171693
FDP20,OUT017,2024.0149924264222
FDK32,OUT046,2487.5599251786784
FDN52,OUT049,1467.2474182585972
FDM58,OUT045,1678.9618455911104
FDZ46,OUT027,2904.289874783463
NCA18,OUT018,1947.5018850800525
FDD35,OUT046,2021.1116854690322
NCK31,OUT035,748.4002299986744
FDI40,OUT027,2853.9073636720677
FDT50,OUT019,232.060695707033
NCT06,OUT046,2573.3588511229545
FDT31,OUT035,3055.3174301517715
FDT45,OUT049,871.9247937247382
FDT13,OUT045,3055.3174301517715
FDO50,OUT045,1499.8922667573058
NCU18,OUT010,282.5063550655305
NCR54,OUT049,3058.1692111841385
NCO18,OUT018,2893.3299903086368
FDU09,OUT045,913.6515164989344
FDT13,OUT018,3050.301840500823
FDE09,OUT046,1697.196439112945
NCK53,OUT019,246.76787467731262
FDG45,OUT049,3657.4565169283696
DRH15,OUT035,689.8039449765085
FDO21,OUT019,576.0641493133295
FDD14,OUT027,5100.072817307677
FDC09,OUT046,1557.0947824236
FDH45,OUT027,971.276624543401
FDV32,OUT046,1114.0591558737133
FDG12,OUT035,1981.0586046616515
FDS32,OUT013,2029.0536630757322
NCL55,OUT018,3799.802332202243
DRE01,OUT035,3912.243336256053
DRE15,OUT049,1312.6217621137964
NCL42,OUT045,3932.5107969832884
FDP31,OUT013,1190.7746805628356
FDN33,OUT018,1524.1547883561493
FDZ59,OUT046,2573.3588511229545
FDE45,OUT010,431.0828575323352
FDJ07,OUT013,1961.9391706083186
FDQ45,OUT018,3050.301840500823
FDM33,OUT027,5868.583486624664
FDO15,OUT010,151.12875432762473
FDM46,OUT013,1539.9784871180373
FDR03,OUT045,3404.397935192564
FDY49,OUT018,2666.807556886346
FDQ60,OUT045,1976.0808703099217
FDW10,OUT049,2867.764999323173
FDO51,OUT049,686.316072310442
FDJ40,OUT018,1563.9004529673152
FDS20,OUT018,3048.2461546206005
FDU45,OUT013,1782.026143488645
FDV02,OUT035,2766.067030571975
FDN09,OUT046,3905.2596390914155
NCM55,OUT027,5100.072817307677
FDN23,OUT018,2478.984169009257
FDY31,OUT010,367.96583338970026
FDW03,OUT010,244.02483900028983
FDD14,OUT046,3055.3174301517715
FDV23,OUT017,2024.0149924264222
DRI03,OUT045,2867.764999323173
FDN13,OUT035,1538.0030927227945
FDF45,OUT027,1279.9091075563979
FDU46,OUT035,1464.0535408960286
FDB57,OUT049,3762.2059204499237
FDV12,OUT049,1538.0030927227945
FDQ58,OUT013,2487.5599251786784
NCA18,OUT017,1937.5353782409331
FDH52,OUT049,1005.0989115888373
FDM24,OUT018,2487.5599251786784
NCP43,OUT027,4852.656594372817
NCO18,OUT019,429.0898803270648
FDM32,OUT017,1504.611796216841
NCL07,OUT017,658.2442087392135
FDK03,OUT013,4004.059767727008
FDP59,OUT017,1554.4917162721488
FDQ24,OUT049,4007.7656511233904
FDQ16,OUT018,1563.9004529673152
FDU44,OUT013,2539.1043220613237
FDH28,OUT010,132.13117641745205
FDV28,OUT019,132.13117641745205
FDM22,OUT045,918.9335728859718
FDR56,OUT046,3058.1692111841385
FDV39,OUT049,3061.7774682987642
FDU37,OUT019,172.50560172240412
FDQ11,OUT010,576.6026345378467
FDX02,OUT045,3772.7527375936984
NCS42,OUT018,1518.1212384204055
FDY57,OUT027,2831.551193412142
FDB21,OUT049,3897.8443411493704
FDE28,OUT017,3806.5919769077286
FDQ55,OUT017,1922.6856494239546
FDA48,OUT049,3752.718769270287
FDZ19,OUT045,2867.764999323173
NCC43,OUT045,4011.3792258693206
NCV18,OUT046,1424.4803328138473
NCA42,OUT018,2534.999340236949
FDY45,OUT046,4036.8155601510675
NCC30,OUT045,2973.193904075112
FDM57,OUT013,1515.8225427535672
FDL09,OUT010,388.2219418880267
FDB09,OUT027,2987.585727944303
FDT44,OUT035,1976.0808703099217
NCT06,OUT027,4273.571352944459
FDX26,OUT049,3055.3174301517715
FDK32,OUT013,2489.4529958615526
DRA12,OUT046,2057.965860346943
FDO46,OUT010,488.0831177559432
FDE52,OUT013,1525.8732802853356
NCH42,OUT045,3821.889741243369
FDV08,OUT035,665.5203770002688
FDB47,OUT018,3458.3205135723274
FDC28,OUT010,260.63614892068233
FDD22,OUT046,1922.6856494239546
FDS07,OUT027,2919.033631664006
DRI13,OUT045,3673.460798995442
FDG32,OUT018,3548.5643975998746
FDU14,OUT017,4013.321109058928
FDD28,OUT019,132.13117641745205
NCP41,OUT017,1563.9004529673152
FDS08,OUT049,2867.764999323173
FDX47,OUT045,2518.809032483861
FDC53,OUT019,246.76787467731262
FDQ19,OUT035,3922.407323421939
FDL14,OUT045,2491.9792600761434
FDM33,OUT019,575.629797851307
FDA51,OUT045,1922.6856494239546
FDZ27,OUT018,743.4136007115911
FDT04,OUT046,672.1061143791052
DRC13,OUT049,2021.1116854690322
FDR16,OUT027,5868.583486624664
FDQ03,OUT027,5868.583486624664
FDE38,OUT035,2703.5873677861864
DRH23,OUT027,1226.4669579714587
FDT11,OUT019,487.2065298277267
FDD09,OUT035,2985.2524780265558
FDR40,OUT045,1401.404335871147
FDX07,OUT017,3055.3174301517715
FDR07,OUT035,1530.7018935989367
FDA51,OUT017,1929.807136812667
FDT59,OUT019,575.629797851307
FDF20,OUT017,3058.1692111841385
FDR13,OUT045,1937.5353782409331
FDY26,OUT049,3646.6027502446736
FDW04,OUT017,2026.8884923874773
FDK52,OUT017,3790.944654469308
FDN60,OUT049,2518.809032483861
FDM09,OUT019,410.1722125055657
FDP46,OUT049,1458.3828204933423
FDB50,OUT019,171.82740821253824
NCQ29,OUT049,4064.3442251937186
FDP16,OUT027,5868.583486624664
FDX33,OUT018,2549.306960478749
FDP07,OUT010,504.77034737862823
FDN22,OUT046,4003.5059068189807
FDF39,OUT049,4072.412916748865
FDS21,OUT017,1007.1203707331498
NCM42,OUT013,1561.8454973646596
FDK50,OUT019,382.1719369710452
DRF13,OUT027,4083.4700678358245
FDH35,OUT018,2562.25864044096
FDP60,OUT018,1538.0030927227945
DRJ49,OUT027,2992.8979661363455
NCT42,OUT019,369.48757093622305
FDE38,OUT049,2699.2534920791304
FDI04,OUT049,3066.3107696640072
NCH54,OUT045,2527.3988199194405
FDT56,OUT049,940.3695211832527
DRD15,OUT018,3602.56035123068
FDV58,OUT013,3058.1692111841385
FDP21,OUT049,3055.3174301517715
FDH05,OUT013,3795.4845236961237
FDR10,OUT027,4234.806381049976
NCP06,OUT045,2487.5599251786784
FDF33,OUT049,1561.8454973646596
DRK37,OUT013,3058.1692111841385
DRH49,OUT045,1394.1838672088927
FDT58,OUT013,2683.9139341062837
FDD41,OUT018,1557.0947824236
FDP40,OUT018,1674.087200584264
FDM51,OUT027,2853.9073636720677
FDO45,OUT010,194.12982213964327
FDW33,OUT010,243.83296012874152
FDY24,OUT045,909.4562045178914
FDB10,OUT010,576.1682830758242
FDM40,OUT035,2048.376951022947
NCI06,OUT017,3024.475580854944
FDW12,OUT019,344.5209168616953
FDX48,OUT027,4101.747648461078
NCW05,OUT027,2861.5750851897874
FDX27,OUT017,1530.7018935989367
DRM37,OUT045,3066.3107696640072
FDA38,OUT045,3916.941905392492
FDR36,OUT046,671.1441518504017
FDZ45,OUT046,3109.86970788919
FDG05,OUT017,2534.999340236949
FDK28,OUT013,4063.7053678351617
FDV47,OUT045,1438.4468619215788
FDN21,OUT045,2539.1043220613237
FDP20,OUT027,2992.8979661363455
FDI35,OUT045,3049.4238705034327
DRY23,OUT013,710.7018778059523
FDA56,OUT017,2021.1116854690322
FDB09,OUT013,2021.1116854690322
NCO26,OUT027,2933.9337397561762
FDQ49,OUT018,2501.661756841991
FDI52,OUT027,2987.585727944303
FDZ44,OUT027,2933.9337397561762
FDZ09,OUT018,2568.343261472006
FDY03,OUT049,1922.6856494239546
NCG42,OUT017,2026.8884923874773
DRI13,OUT027,5868.583486624664
FDQ32,OUT013,2024.0149924264222
FDW16,OUT035,1499.8922667573058
FDU27,OUT046,753.3849586412755
FDR28,OUT010,383.5506675004705
FDQ49,OUT010,380.6276153932147
FDS37,OUT046,1937.5353782409331
FDW26,OUT018,3520.4186052547066
FDX12,OUT018,3698.5977987152423
NCP06,OUT013,2487.5599251786784
FDW45,OUT010,367.96583338970026
NCN30,OUT049,1530.7018935989367
FDN24,OUT049,871.9247937247382
NCL41,OUT027,965.8906788178949
FDR02,OUT019,262.0501123806496
FDD09,OUT010,450.5605827797678
FDS33,OUT010,194.12982213964327
FDU22,OUT045,2014.7491478417533
FDI53,OUT013,2553.8806694188006
DRH01,OUT049,2867.764999323173
FDX32,OUT013,2060.4093794175224
NCP30,OUT018,660.0690287715041
FDB60,OUT045,3058.1692111841385
FDB14,OUT049,1524.1547883561493
NCP02,OUT035,913.6515164989344
FDJ10,OUT017,2029.0536630757322
FDG34,OUT046,1674.087200584264
NCB18,OUT017,1458.3828204933423
FDM16,OUT049,1105.7638964404516
FDW25,OUT018,1416.185632794895
FDB35,OUT010,217.86478098988798
DRN11,OUT013,2093.1964901787405
FDF41,OUT019,575.629797851307
FDH16,OUT045,1468.9231547111485
NCQ50,OUT018,3456.2462211556176
DRH23,OUT018,940.3759921814876
DRJ37,OUT013,2487.5599251786784
DRJ24,OUT027,5100.072817307677
FDY16,OUT035,3055.3174301517715
FDQ27,OUT045,1557.0947824236
FDZ33,OUT045,2487.5599251786784
FDF29,OUT045,2026.8884923874773
FDA08,OUT049,2556.8442629221686
FDG31,OUT046,1120.4331804827084
FDE34,OUT019,463.19880989776584
NCR30,OUT027,1456.8755400181667
FDV33,OUT035,4090.981499882997
DRZ24,OUT018,2017.7875274840635
NCL54,OUT035,2867.764999323173
FDR12,OUT049,2867.764999323173
NCC54,OUT046,3897.167505163122
DRN59,OUT013,783.0491951161313
FDX50,OUT019,263.23148266418167
FDV31,OUT027,4777.612234206189
NCA29,OUT027,4453.831879343669
FDW60,OUT049,2890.3119648533043
FDX08,OUT017,3055.3174301517715
DRD49,OUT013,3853.584323633651
FDD33,OUT046,3804.529271013392
FDW35,OUT013,710.7018778059523
FDJ36,OUT017,1557.0947824236
FDV51,OUT035,2640.9948046065797
FDW36,OUT046,1561.8454973646596
FDH35,OUT046,2573.3588511229545
NCS30,OUT027,2992.8979661363455
FDN49,OUT017,658.2442087392135
FDL08,OUT018,3705.8201472778655
FDI09,OUT013,3876.066534023403
FDP19,OUT018,2026.8884923874773
FDU21,OUT010,132.13117641745205
NCP41,OUT045,1561.8454973646596
FDY10,OUT013,1817.0713617001047
FDP12,OUT018,656.5266481775328
NCN26,OUT049,1937.5353782409331
FDK44,OUT013,2867.764999323173
FDC28,OUT049,1563.9004529673152
FDJ41,OUT027,5868.583486624664
NCT29,OUT035,2021.1116854690322
NCH42,OUT019,576.0641493133295
FDU60,OUT018,2678.8983444553346
FDS02,OUT045,3058.1692111841385
FDC51,OUT046,2021.1116854690322
FDU03,OUT013,3055.3174301517715
FDX39,OUT045,3662.677905469038
NCY05,OUT010,132.13117641745205
NCL06,OUT027,5868.583486624664
FDD32,OUT035,1322.2940779526562
NCN41,OUT045,2021.1116854690322
NCX53,OUT049,2048.376951022947
FDU57,OUT019,369.0277564133879
FDQ23,OUT046,1557.0947824236
FDQ52,OUT045,4012.163632408845
FDC14,OUT045,666.456423098575
FDY09,OUT035,2890.3119648533043
FDQ28,OUT045,2493.4720102638694
FDV25,OUT046,3755.9667162933392
FDJ07,OUT035,1939.8473278444526
DRB25,OUT049,1559.319746971493
FDK52,OUT019,575.629797851307
FDY52,OUT027,1378.8717510789422
FDB28,OUT046,3061.7774682987642
FDT36,OUT035,660.1344312747627
FDV25,OUT017,3761.113072706625
NCN07,OUT027,2992.8979661363455
FDC57,OUT017,3058.1692111841385
FDQ03,OUT018,3658.8143368631904
FDU23,OUT017,2683.9139341062837
NCX41,OUT035,3666.069031081774
NCD06,OUT035,743.2589574243925
FDW08,OUT045,1561.8454973646596
NCU29,OUT017,2478.984169009257
NCE06,OUT013,2541.584346229988
FDV52,OUT010,271.7872635243054
FDB02,OUT017,2890.3119648533043
NCR18,OUT045,668.2999882301098
FDK16,OUT049,1530.7018935989367
NCQ29,OUT010,576.6026345378467
FDZ01,OUT019,249.69680215617683
FDW27,OUT035,2518.809032483861
FDD17,OUT018,3669.339012028455
FDW39,OUT013,2890.3119648533043
DRH59,OUT045,1093.404851985815
FDS52,OUT013,1552.013077744547
FDU40,OUT027,5747.735222308095
NCF54,OUT013,2867.764999323173
FDH46,OUT045,1557.0947824236
NCP14,OUT049,1557.0947824236
FDH50,OUT049,3055.3174301517715
DRF15,OUT010,368.9051240141927
FDV27,OUT027,2579.4942922732325
NCJ06,OUT049,2017.7875274840635
FDN02,OUT018,3268.7553458775906
FDQ51,OUT049,741.723093465545
FDQ07,OUT017,3754.7814751646238
FDS45,OUT049,1557.0947824236
NCJ06,OUT045,2021.1116854690322
FDD36,OUT035,1947.5018850800525
FDY25,OUT045,3055.3174301517715
FDU52,OUT046,2491.9792600761434
DRK47,OUT017,3795.7995420533507
NCL30,OUT017,2024.0149924264222
FDN22,OUT035,4020.3163927459386
NCF30,OUT027,2992.8979661363455
FDK03,OUT035,4050.1332940368247
FDT45,OUT017,925.0214491350208
