Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDV56,OUT035,1973.9583072961314
FDT59,OUT046,3592.178992842166
FDB23,OUT046,3558.718210095141
FDR49,OUT045,766.7669879768262
FDB03,OUT010,1866.4298479320955
FDN39,OUT045,2597.7485749578273
FDX02,OUT027,4891.960033050585
FDQ16,OUT027,3188.262553547224
FDU35,OUT018,1364.7721280186113
NCT29,OUT013,1978.7749975326933
FDZ27,OUT046,891.4678180538451
FDN57,OUT017,2348.3095916077823
FDA03,OUT018,2095.0850031514897
FDZ36,OUT045,2897.844046383134
NCU05,OUT013,1373.776043220743
FDT39,OUT018,2192.834130759387
FDK60,OUT017,1736.0761052960293
FDZ25,OUT017,2825.5378073375978
FDG12,OUT046,2031.312111923481
DRB01,OUT019,1099.7326357759248
NCC43,OUT027,5257.721732125715
FDX13,OUT019,1989.8002217037251
FDM22,OUT049,1090.682147232323
FDJ03,OUT027,2345.6841382699567
FDU14,OUT018,3591.629127098586
FDB33,OUT010,670.6632627155982
FDP27,OUT046,2969.3201837283573
FDO38,OUT010,-580.2641637071639
FDE28,OUT027,5039.943782431409
FDO27,OUT035,1722.6023120821505
DRL23,OUT027,3161.102945219199
FDS28,OUT046,1026.2337613635914
FDX24,OUT013,1587.6984036629774
FDZ02,OUT035,1782.787625432385
FDL46,OUT045,1837.7295659755289
FDS60,OUT027,4242.591123198263
NCO06,OUT017,710.5658577221482
FDO16,OUT035,1576.6336319822578
FDC60,OUT049,1578.0492309942533
FDA48,OUT018,3139.6901696567224
FDZ36,OUT027,4385.223837505465
FDK27,OUT045,1910.904393373403
FDW23,OUT018,465.65244583505364
FDM14,OUT018,1541.4822590671272
FDM14,OUT013,1818.2512383430171
FDW60,OUT018,2586.2877914054866
FDE21,OUT013,1937.2850246625271
NCM42,OUT035,1909.4125606559355
FDY59,OUT010,-299.11727304941144
DRI49,OUT049,1397.8809259936488
FDT28,OUT019,538.9939797894821
FDQ22,OUT018,490.14423489209014
FDR60,OUT049,1369.3934605765885
FDC50,OUT019,-340.2226445238266
FDV24,OUT013,2437.5081975534677
DRF48,OUT010,1071.024388659932
FDQ47,OUT046,711.8469696348862
DRN36,OUT049,1678.5010374318304
NCY06,OUT035,2180.044221297799
FDE52,OUT035,1683.1964688943056
NCB54,OUT045,1961.4740463295982
NCF31,OUT035,2540.811032955092
FDJ08,OUT027,4380.576898973932
NCC07,OUT017,1819.7800281355717
NCD19,OUT027,2367.577362274418
FDL46,OUT049,2016.4896263447595
FDM20,OUT045,3761.173117042566
NCI06,OUT010,942.9706715634698
DRM11,OUT035,4122.210915332337
NCH07,OUT018,2202.278944283005
FDS23,OUT013,2095.2707642925543
FDO49,OUT018,672.3320473786735
FDS35,OUT049,1210.7359882896799
DRK39,OUT045,1308.5443138311978
DRI39,OUT049,1084.8591909168517
FDV04,OUT017,2621.7660324721537
NCN14,OUT035,2968.0869659504783
FDH08,OUT013,3639.2402393801704
FDS20,OUT046,2877.4024628968923
FDV40,OUT049,1389.1624101943225
FDZ48,OUT010,-80.63522761823799
FDS24,OUT027,2921.954387829134
FDK44,OUT049,2820.5371280746267
FDS48,OUT045,2332.323813454734
FDK26,OUT010,1118.7883886344957
FDD23,OUT045,2944.628906909505
NCH54,OUT017,2626.6072645438608
NCP14,OUT010,-185.09712651974326
FDM60,OUT010,-1076.7829492489823
FDV24,OUT017,2498.066982737536
FDH08,OUT018,3300.2510717494647
FDS12,OUT027,3439.5240983813655
FDR39,OUT027,4253.627703970399
FDP12,OUT027,2171.0254128636793
DRF60,OUT027,5065.461388913999
FDC09,OUT035,1877.8217451075861
FDF50,OUT018,2820.952867554444
FDG28,OUT035,3963.843522887734
NCE19,OUT017,1051.4701990628814
NCM53,OUT010,-132.038048843399
NCN18,OUT049,1872.5647463835148
FDF32,OUT035,3251.9667329449676
FDF11,OUT013,3802.0651323832126
DRI59,OUT049,3577.1059176924336
NCG54,OUT035,2781.16372679906
FDM44,OUT046,1674.3461510188672
FDT57,OUT018,3406.991347897772
FDV24,OUT046,2391.1163037261645
FDI50,OUT019,1731.799708701024
FDS09,OUT035,1099.0542501257119
NCC31,OUT027,3859.075118156189
FDQ07,OUT019,1569.5030766290238
FDC22,OUT017,3127.982428466502
FDZ56,OUT046,2681.2523037373
FDZ40,OUT019,-889.6249098517985
FDS46,OUT027,3383.4116522291874
DRD24,OUT045,2172.8147657455615
FDV45,OUT017,3073.807966174283
FDL26,OUT045,2407.825636692381
FDA56,OUT018,1735.8819674152248
FDN27,OUT046,1917.2355696257018
FDM20,OUT049,3896.358296668878
FDO16,OUT017,1512.4803472896638
FDL03,OUT035,3252.02677990919
FDE58,OUT046,1896.701346118997
FDI02,OUT027,3270.485441115091
NCC55,OUT019,-1155.4303559835985
FDR03,OUT018,2999.5688926679263
FDB14,OUT017,1663.8081042684435
FDR45,OUT013,3779.833634252588
NCN07,OUT017,2171.408355144281
FDM51,OUT019,-125.41526448148193
FDT52,OUT027,5257.705670350576
FDL26,OUT046,2442.321261250047
NCZ42,OUT046,3689.023745076086
DRI47,OUT019,454.0285374904082
FDW40,OUT013,2316.6989530681712
FDN34,OUT046,2706.5653138213574
FDS01,OUT035,2962.2280199485
NCG55,OUT045,1803.6488552021658
FDC11,OUT035,1571.6605731004233
FDX35,OUT018,3285.3826510207487
NCB06,OUT046,2500.2141761797957
FDR09,OUT019,2140.0008091797163
FDC53,OUT017,1722.4578812499863
FDY45,OUT013,3977.4956820273783
FDA22,OUT010,776.9526642050937
FDE02,OUT035,1698.9002291925312
FDW21,OUT045,1660.0877946334883
FDV34,OUT046,1309.7242863102372
FDS59,OUT049,1920.66429075723
NCW17,OUT017,2144.793010998693
NCK54,OUT046,1879.6760057258582
FDG17,OUT019,1972.091406475603
FDG35,OUT017,2867.44098223591
FDD08,OUT010,-1132.2278350197948
NCO07,OUT017,3384.3284568028807
FDJ10,OUT010,404.8740627960228
FDW36,OUT017,1811.4356983623416
FDW21,OUT010,-157.33005348234803
FDY19,OUT017,2020.6332160537736
DRE03,OUT013,881.4531284732018
NCC55,OUT049,794.6911767036893
FDH52,OUT010,-715.4458391850122
FDO09,OUT017,4207.795329514944
FDU43,OUT045,3691.6005873183813
FDX09,OUT010,883.416737100853
FDH40,OUT019,-439.0061881740378
FDW58,OUT017,1830.0798435547013
FDC47,OUT017,3614.925202432665
NCR41,OUT035,1686.7064927738072
DRG49,OUT035,3905.3677468374526
FDC52,OUT027,3898.026070860242
FDY13,OUT046,1277.3299107405835
FDY35,OUT013,905.3669879177327
FDI35,OUT017,2966.500455098064
NCU18,OUT049,2325.3501801966013
FDY33,OUT018,2270.9763449973257
FDC15,OUT027,3881.07388996358
FDU01,OUT049,3057.1706303848687
NCU42,OUT046,2659.2171140718056
NCV29,OUT018,2510.002471111697
NCY30,OUT017,2956.5361603366428
FDQ46,OUT049,1908.0704074756009
FDG58,OUT027,3895.3166491748834
FDK33,OUT017,3441.4352065274297
NCD07,OUT045,1792.4940207150055
NCX29,OUT027,3685.831535877709
NCT42,OUT013,2381.9015730592682
DRN59,OUT035,958.5067675319696
FDI44,OUT035,1462.479060697105
FDA45,OUT049,2865.365073529748
FDP31,OUT045,1083.8226815833784
FDY01,OUT046,1873.7571115626251
FDT09,OUT018,1917.7336754536952
DRH03,OUT027,2962.736125890032
FDA36,OUT018,2680.8708993581026
NCF31,OUT017,2515.1013032104315
FDG14,OUT049,2544.848441359881
FDG28,OUT027,5265.996398023611
FDU14,OUT049,3971.3525339671996
FDY47,OUT019,285.9282089723341
FDI56,OUT049,1589.4940835539646
DRD01,OUT013,1051.3174490849165
FDM22,OUT046,1013.3013920471851
FDH33,OUT013,806.0774357890746
DRZ24,OUT013,1924.274211093567
NCQ38,OUT046,1705.8752191879755
FDO16,OUT027,2844.8089225820113
FDU07,OUT027,3796.3423652805623
NCB07,OUT013,3044.108854314659
FDU48,OUT045,2062.7186012881307
NCM43,OUT045,2535.0466171530156
FDR31,OUT010,479.47586883973645
DRK49,OUT018,486.37156286605034
NCI30,OUT010,1885.9017676288754
DRD60,OUT017,2932.982850283466
NCG19,OUT046,3588.526659150503
FDH12,OUT035,1854.77637388218
FDM32,OUT035,1674.1192002423645
FDM27,OUT035,2626.530434081027
NCU53,OUT027,4009.8186093007625
NCQ18,OUT046,1576.904661501683
FDS10,OUT013,2859.5723946188855
FDB33,OUT027,3932.2531331930877
FDI12,OUT013,1500.7752408255558
NCW42,OUT013,3449.601488314245
NCC06,OUT018,1779.7790855905134
FDW02,OUT017,2183.0817611946036
NCD43,OUT017,1799.4822877841293
FDM57,OUT018,1160.0397441075172
FDA58,OUT017,3764.385659739416
FDK56,OUT046,2884.435146083042
FDP52,OUT045,3567.018605140189
FDW20,OUT018,1740.617030515731
FDS52,OUT049,1765.4155597130107
NCT29,OUT018,1639.7116068210828
NCL54,OUT013,2779.4994931957517
FDC05,OUT045,3070.583770385164
FDF34,OUT035,3277.494809462937
FDP03,OUT027,3468.696187038413
FDD32,OUT010,-426.2941820117795
FDZ10,OUT045,1991.1432084219166
FDZ40,OUT035,1115.5755293342067
FDD51,OUT018,524.8536570627128
NCY30,OUT019,950.369653905172
FDP58,OUT017,3472.9268783157063
FDV49,OUT017,4195.8764439187335
FDY24,OUT019,-924.6883338591872
NCO55,OUT017,1816.5606394621473
FDR13,OUT017,2047.627036229284
FDS51,OUT017,1195.9601674068433
FDP26,OUT045,1633.4293027571873
NCB54,OUT027,3473.6354516341694
FDF32,OUT017,3184.750537135739
FDN31,OUT018,2693.5062314892334
DRM48,OUT017,759.4829664922601
FDN20,OUT049,2771.848907410615
DRL01,OUT046,3627.5972442703683
FDV56,OUT049,1901.936410208467
DRH13,OUT027,3167.729291922868
FDA03,OUT017,2468.136144802999
FDF47,OUT027,4889.754037369098
FDX32,OUT046,2358.990104399021
FDX57,OUT049,1731.3236405556445
NCA30,OUT045,2875.0107241189326
FDO49,OUT013,980.239272598267
FDL04,OUT019,-171.44262018926884
DRM48,OUT035,814.9338655708303
FDR16,OUT013,3373.396035571531
NCC19,OUT018,2710.1376639059213
NCE42,OUT045,3578.0520412034857
FDY24,OUT017,1101.00670167077
FDH19,OUT049,2864.7996378958624
FDJ46,OUT013,2774.475824689919
FDN45,OUT010,1585.3997194869512
FDY08,OUT035,2384.839337597146
FDZ37,OUT035,1643.8572015727111
NCT30,OUT045,773.0042067022753
DRY23,OUT018,516.1559691695243
NCZ30,OUT018,1681.843176497605
FDC44,OUT018,1536.789910642434
FDB45,OUT035,1865.5508820096961
FDY04,OUT013,2662.1625755133628
FDM27,OUT046,2554.861260256154
FDZ43,OUT017,3883.700820999116
FDT39,OUT019,601.6596594081028
NCC06,OUT019,166.72197982036664
FDL15,OUT027,3864.766724022762
FDL57,OUT017,4120.133525725247
FDU08,OUT046,1636.412647092099
FDK40,OUT017,4194.784945518723
FDQ12,OUT010,1699.1570309220174
FDS48,OUT017,2517.3394951680016
FDP09,OUT045,3253.828813328778
FDW21,OUT049,1786.3803025474435
FDY25,OUT035,2997.25229091743
DRE13,OUT017,1522.6554294687057
FDV43,OUT019,-1076.6525196670586
FDD22,OUT045,1749.6513522761359
FDM46,OUT019,-383.1281075020961
NCO30,OUT010,1024.0233217074078
FDM25,OUT046,2777.52020279692
NCN41,OUT049,2050.6900455350346
FDU24,OUT045,1504.5501511705713
FDZ50,OUT046,2918.7864867811386
FDP45,OUT013,3973.9501027399638
NCM54,OUT045,1946.6989299023292
FDW10,OUT019,891.4459042139437
FDP20,OUT017,2165.1807209007525
FDK32,OUT046,2443.061761501474
FDN52,OUT049,1576.5602140577053
FDM58,OUT045,1787.9671344142241
FDZ46,OUT027,3224.336106903619
NCA18,OUT018,1603.3260152643504
FDD35,OUT046,1978.9965496633613
NCK31,OUT035,1020.5013971201079
FDI40,OUT027,3093.8471780364557
FDT50,OUT019,-238.66709211678267
NCT06,OUT046,2579.57985921159
FDT31,OUT035,3102.075212184008
FDT45,OUT049,1045.4085426778925
FDT13,OUT045,2890.669967522749
FDO50,OUT045,1446.7097054193844
NCU18,OUT010,350.40017333793867
NCR54,OUT049,3108.512555180968
NCO18,OUT018,2517.8271135109267
FDU09,OUT045,979.7998801315638
FDT13,OUT018,2685.8336682924296
FDE09,OUT046,1839.0479000498185
NCK53,OUT019,-218.93228015074214
FDG45,OUT049,3418.285724834012
DRH15,OUT035,933.0778967163694
FDO21,OUT019,1687.5503241613965
FDD14,OUT027,4279.173926836413
FDC09,OUT046,1734.6996979165756
FDH45,OUT027,2252.155329520762
FDV32,OUT046,1118.9025666623381
FDG12,OUT035,2129.994673621301
FDS32,OUT013,2325.0530351565094
NCL55,OUT018,3585.5327217478057
DRE01,OUT035,3854.518381991639
DRE15,OUT049,1387.871463269817
NCL42,OUT045,3739.7974071398007
FDP31,OUT013,1152.9337507180655
FDN33,OUT018,1302.853447006166
FDZ59,OUT046,2632.7501479842945
FDE45,OUT010,944.1672339355086
FDJ07,OUT013,1971.1114879681463
FDQ45,OUT018,2684.976571278107
FDM33,OUT027,4823.403770960579
FDO15,OUT010,-519.8504351483836
FDM46,OUT013,1540.2471357863828
FDR03,OUT045,3208.8424970008487
FDY49,OUT018,2414.6549714029384
FDQ60,OUT045,1892.4475281908938
FDW10,OUT049,2863.3380467785987
FDO51,OUT049,968.0019557435305
FDJ40,OUT018,1550.0747085187606
FDS20,OUT018,2598.0654067523587
FDU45,OUT013,1913.1266024480358
FDV02,OUT035,2813.8550720490894
FDN09,OUT046,3759.403273405443
NCM55,OUT027,4319.38070557568
FDN23,OUT018,2075.1950133601918
FDY31,OUT010,453.41308466231976
FDW03,OUT010,-67.97651795751528
FDD14,OUT046,2841.5446679155257
FDV23,OUT017,2116.1321658358297
DRI03,OUT045,2697.9333962802734
FDN13,OUT035,1745.5495037007079
FDF45,OUT027,2526.870777334048
FDU46,OUT035,1658.2408624139973
FDB57,OUT049,3603.9947497776925
FDV12,OUT049,1771.8720329105945
FDQ58,OUT013,2455.466207042442
NCA18,OUT017,1958.5964077069443
FDH52,OUT049,1206.8220546077864
FDM24,OUT018,2155.4613364026923
NCP43,OUT027,4249.201513289341
NCO18,OUT019,904.7593857079659
FDM32,OUT017,1629.212081260307
NCL07,OUT017,809.9286302046328
FDK03,OUT013,3987.1373069009796
FDP59,OUT017,1821.6590799565738
FDQ24,OUT049,3969.346590832252
FDQ16,OUT018,1522.2282596813568
FDU44,OUT013,2620.9426390496037
FDH28,OUT010,-1123.437193196658
FDV28,OUT019,-1188.0451334014815
FDM22,OUT045,949.5713643763019
FDR56,OUT046,3093.2412163867684
FDV39,OUT049,3192.538852758979
FDU37,OUT019,-492.502523469778
FDQ11,OUT010,2145.3802555479365
FDX02,OUT045,3417.231590909702
NCS42,OUT018,1236.0876465310428
FDY57,OUT027,3008.438176875622
FDB21,OUT049,3815.243512098274
FDE28,OUT017,3690.9892448704054
FDQ55,OUT017,2001.5615056366864
FDA48,OUT049,3539.0381970803282
FDZ19,OUT045,2680.447551321731
NCC43,OUT045,3806.679211792622
NCV18,OUT046,1334.2818017115883
NCA42,OUT018,2234.2073731501355
FDY45,OUT046,3969.216236327007
NCC30,OUT045,2734.8095591746196
FDM57,OUT013,1500.6030742191135
FDL09,OUT010,763.4495683504942
FDB09,OUT027,3435.227666592403
FDT44,OUT035,2051.1629421993025
NCT06,OUT027,3996.480921026323
FDX26,OUT049,2963.9772282987083
FDK32,OUT013,2510.176866173645
DRA12,OUT046,2261.0722261059063
FDO46,OUT010,1141.3460027021451
FDE52,OUT013,1534.6016646681853
NCH42,OUT045,3496.206046063697
FDV08,OUT035,940.884618478289
FDB47,OUT018,3013.5238963557963
FDC28,OUT010,-66.22545718660479
FDD22,OUT046,1836.0090050228996
FDS07,OUT027,3280.0611452264397
DRI13,OUT045,3306.4244635109458
FDG32,OUT018,3158.0434920176517
FDU14,OUT017,3982.1584368720796
FDD28,OUT019,-825.0678999644258
NCP41,OUT017,1874.6573964346403
FDS08,OUT049,2855.367642832973
FDX47,OUT045,2490.140363428645
FDC53,OUT019,-182.91597467704378
FDQ19,OUT035,3934.9074506340394
FDL14,OUT045,2451.403008439523
FDM33,OUT019,1560.8323987887188
FDA51,OUT045,1791.50481543384
FDZ27,OUT018,631.4358100713185
FDT04,OUT046,757.5509531426827
DRC13,OUT049,2132.6422005822265
FDR16,OUT027,4791.895697979052
FDQ03,OUT027,5119.124061694171
FDE38,OUT035,2798.525669751027
DRH23,OUT027,2369.9875251274216
FDT11,OUT019,1138.9448117371476
FDD09,OUT035,2980.030428870028
FDR40,OUT045,1359.7508180431944
FDX07,OUT017,3036.4165213579836
FDR07,OUT035,1734.2033539815982
FDA51,OUT017,1968.4492856292377
FDT59,OUT019,1736.184883027855
FDF20,OUT017,3166.7436199509525
FDR13,OUT045,1858.6724778175756
FDY26,OUT049,3420.0555356761392
FDW04,OUT017,2233.718882118386
FDK52,OUT017,3621.3330158102
FDN60,OUT049,2574.8737519870156
FDM09,OUT019,856.8602887427436
FDP46,OUT049,1555.265080761716
FDB50,OUT019,-579.6957528381727
NCQ29,OUT049,4049.4266936551767
FDP16,OUT027,5227.122668165625
FDX33,OUT018,2305.2221640337452
FDP07,OUT010,1195.9979304070189
FDN22,OUT046,3896.0139590811723
FDF39,OUT049,4172.967828819749
FDS21,OUT017,1218.2090081212577
NCM42,OUT013,1771.1863577004349
FDK50,OUT019,739.961700191381
DRF13,OUT027,3746.730680239149
FDH35,OUT018,2321.9564364536404
FDP60,OUT018,1368.985149447545
DRJ49,OUT027,3503.2767802925105
NCT42,OUT019,487.9515577410756
FDE38,OUT049,2750.1866516572395
FDI04,OUT049,3237.176958266435
NCH54,OUT045,2411.041432067397
FDT56,OUT049,1152.8878903529949
DRD15,OUT018,3313.779092662705
FDV58,OUT013,3066.956810825569
FDP21,OUT049,3083.512785262233
FDH05,OUT013,3678.2876945720154
FDR10,OUT027,3994.8794023504443
NCP06,OUT045,2294.1165681965317
FDF33,OUT049,1850.2611645559282
DRK37,OUT013,2965.820510306076
DRH49,OUT045,1324.5925501446034
FDT58,OUT013,2674.1466373891144
FDD41,OUT018,1474.1452757381996
FDP40,OUT018,1581.367518841458
FDM51,OUT027,3142.758766460848
FDO45,OUT010,-376.2993553015218
FDW33,OUT010,-149.90391200093575
FDY24,OUT045,948.9661725015316
FDB10,OUT010,1808.1254341366298
FDM40,OUT035,2373.7105637747513
NCI06,OUT017,2922.495837631513
FDW12,OUT019,480.5369857429977
FDX48,OUT027,3926.912517995377
NCW05,OUT027,3114.068961291145
FDX27,OUT017,1697.4363415953835
DRM37,OUT045,3005.1060081271885
FDA38,OUT045,3698.029070288342
FDR36,OUT046,778.3275766395752
FDZ45,OUT046,3105.0734311111005
FDG05,OUT017,2647.3443568051293
FDK28,OUT013,4031.0937412300655
FDV47,OUT045,1376.8136866700636
FDN21,OUT045,2476.4361036648397
FDP20,OUT027,3474.522112473015
FDI35,OUT045,2804.223636008427
DRY23,OUT013,841.9594079899534
FDA56,OUT017,2104.508109980335
FDB09,OUT013,2024.981299304111
NCO26,OUT027,3288.949816471172
FDQ49,OUT018,2258.751213426405
FDI52,OUT027,3384.4653411514664
FDZ44,OUT027,3332.762837978877
FDZ09,OUT018,2314.09277465448
FDY03,OUT049,1967.9239238378186
NCG42,OUT017,2167.345579623336
DRI13,OUT027,4803.0616736679
FDQ32,OUT013,2104.075842069282
FDW16,OUT035,1698.1633853996389
FDU27,OUT046,861.5522230244981
FDR28,OUT010,762.2136580066849
FDQ49,OUT010,683.7400403095439
FDS37,OUT046,1894.25078546026
FDW26,OUT018,3186.3832508095443
FDX12,OUT018,3516.2607768419825
NCP06,OUT013,2407.552563014944
FDW45,OUT010,453.1369889555385
NCN30,OUT049,1642.6751980248391
FDN24,OUT049,1027.8606408117587
NCL41,OUT027,2048.1901600523897
FDR02,OUT019,-56.36520053215963
FDD09,OUT010,992.3814146955369
FDS33,OUT010,-372.3515845548642
FDU22,OUT045,1867.2868920718836
FDI53,OUT013,2624.1092392707815
DRH01,OUT049,2823.4989884325873
FDX32,OUT013,2344.6487869387483
NCP30,OUT018,461.2359898084054
FDB60,OUT045,3019.6267095233598
FDB14,OUT049,1666.4240394829244
NCP02,OUT035,1143.3143690832396
FDJ10,OUT017,2368.040512484592
FDG34,OUT046,1838.679103470269
NCB18,OUT017,1543.86952530099
FDM16,OUT049,1409.0717133131207
FDW25,OUT018,1151.4849305471946
FDB35,OUT010,-317.96110294790117
DRN11,OUT013,2265.232426923933
FDF41,OUT019,1937.0950667309407
FDH16,OUT045,1415.612747764091
NCQ50,OUT018,3020.0998005369734
DRH23,OUT018,680.175760886004
DRJ37,OUT013,2425.436090951632
DRJ24,OUT027,4280.416472670292
FDY16,OUT035,3050.748410796475
FDQ27,OUT045,1712.336734758204
FDZ33,OUT045,2292.9640957439933
FDF29,OUT045,2103.836628892864
FDA08,OUT049,2719.515259893997
FDG31,OUT046,1126.6922700243508
FDE34,OUT019,1029.0698649926485
NCR30,OUT027,2645.3068575668904
FDV33,OUT035,4181.419350628891
DRZ24,OUT018,1651.1551357311212
NCL54,OUT035,2839.2067557517084
FDR12,OUT049,2869.3094461852443
NCC54,OUT046,3702.825303467526
DRN59,OUT013,852.2717799491609
FDX50,OUT019,-73.83545886822094
FDV31,OUT027,4213.763259474674
NCA29,OUT027,4126.477032526889
FDW60,OUT049,2935.1926047777947
FDX08,OUT017,2982.8965681582613
DRD49,OUT013,3643.668864409897
FDD33,OUT046,3572.88173895545
FDW35,OUT013,842.7352525187307
FDJ36,OUT017,1810.3921657265014
FDV51,OUT035,2778.241868977299
FDW36,OUT046,1741.4319498646462
FDH35,OUT046,2608.7082949722662
NCS30,OUT027,3485.424654995016
FDN49,OUT017,852.2486424722847
FDL08,OUT018,3543.564007683766
FDI09,OUT013,3771.573147285533
FDP19,OUT018,1776.6163329518552
FDU21,OUT010,-1186.8168610672137
NCP41,OUT045,1684.2068507829078
FDY10,OUT013,1870.3809478804003
FDP12,OUT018,478.83664402653244
NCN26,OUT049,1959.8793415363111
FDK44,OUT013,2763.301443841802
FDC28,OUT049,1878.9131632189574
FDJ41,OUT027,5497.256202425208
NCT29,OUT035,2105.143538142745
NCH42,OUT019,1667.2762698388583
FDU60,OUT018,2408.3779077762842
FDS02,OUT045,2980.8079542933833
FDC51,OUT046,2043.0135960684447
FDU03,OUT013,2933.3989383081807
FDX39,OUT045,3285.8130483645677
NCY05,OUT010,-1191.5050853559314
NCL06,OUT027,5402.9442254512405
FDD32,OUT035,1527.8629732233367
NCN41,OUT045,1896.2462117097768
NCX53,OUT049,2337.843966204794
FDU57,OUT019,543.6152561133857
FDQ23,OUT046,1717.5725843512819
FDQ52,OUT045,3774.4087148174794
FDC14,OUT045,746.4154591159329
FDY09,OUT035,2935.2503573771205
FDQ28,OUT045,2463.3854359924976
FDV25,OUT046,3444.2280445240362
FDJ07,OUT035,2044.164471157525
DRB25,OUT049,1802.4081589704865
FDK52,OUT019,1628.2609939790977
FDY52,OUT027,2538.148874034248
FDB28,OUT046,3084.80741364083
FDT36,OUT035,824.0976320692183
FDV25,OUT017,3566.0971112203238
NCN07,OUT027,3496.5291669314843
FDC57,OUT017,3170.7480768439805
FDQ03,OUT018,3435.3810632867103
FDU23,OUT017,2756.596100905427
NCX41,OUT035,3437.4905385220163
NCD06,OUT035,955.447897691615
FDW08,OUT045,1658.6317141115417
NCU29,OUT017,2400.867545067472
NCE06,OUT013,2547.738328305426
FDV52,OUT010,43.216436450896595
FDB02,OUT017,2936.1373385270804
NCR18,OUT045,723.9794832640398
FDK16,OUT049,1656.9943733276582
NCQ29,OUT010,2071.3399425619896
FDZ01,OUT019,-97.60015646531997
FDW27,OUT035,2645.157106902701
FDD17,OUT018,3429.950794060342
FDW39,OUT013,2866.564521647737
DRH59,OUT045,1157.9788243747273
FDS52,OUT013,1725.8648588684596
FDU40,OUT027,4485.133650341077
NCF54,OUT013,2745.163801375774
FDH46,OUT045,1677.64376962452
NCP14,OUT049,1749.8716199610622
FDH50,OUT049,3040.266752762287
DRF15,OUT010,553.6338616645389
FDV27,OUT027,2927.6445543196955
NCJ06,OUT049,2015.3816444766812
FDN02,OUT018,2933.0479762501723
FDQ51,OUT049,992.8464672503217
FDQ07,OUT017,3598.248466510361
FDS45,OUT049,1869.548411637761
NCJ06,OUT045,1877.2345328144204
FDD36,OUT035,2054.595085550001
FDY25,OUT045,2819.6599270587512
FDU52,OUT046,2458.9084288373715
DRK47,OUT017,3606.9724375692163
NCL30,OUT017,2143.0379196365316
FDN22,OUT035,4049.511798179256
